label,time,event_id
-,2005-06-03-15.44.22.493959,E189
-,2005-06-03-15.44.22.638684,E189
-,2005-06-03-15.44.22.781079,E189
-,2005-06-03-15.44.22.930507,E189
-,2005-06-03-15.44.23.101508,E189
-,2005-06-03-15.44.23.237866,E189
-,2005-06-03-15.44.23.438644,E189
-,2005-06-03-15.44.23.604465,E189
-,2005-06-03-15.44.23.740695,E189
-,2005-06-03-15.44.23.924731,E189
-,2005-06-03-15.44.24.076947,E189
-,2005-06-03-15.44.24.215776,E189
-,2005-06-03-15.44.24.367214,E189
-,2005-06-03-15.44.24.518164,E189
-,2005-06-03-15.44.24.660190,E189
-,2005-06-03-15.44.24.793355,E189
-,2005-06-03-15.44.24.950591,E189
-,2005-06-03-15.44.25.099860,E189
-,2005-06-03-15.44.25.243081,E189
-,2005-06-03-15.44.25.392971,E189
-,2005-06-03-15.44.25.542193,E189
-,2005-06-03-15.44.25.696977,E189
-,2005-06-03-15.44.25.842954,E189
-,2005-06-03-15.44.25.989335,E189
-,2005-06-03-15.44.26.157606,E189
-,2005-06-03-15.44.26.295043,E189
-,2005-06-03-15.44.26.468009,E189
-,2005-06-03-15.44.26.610413,E189
-,2005-06-03-15.44.26.756817,E189
-,2005-06-03-15.44.26.911554,E189
-,2005-06-03-15.44.27.066972,E189
-,2005-06-03-15.44.27.214212,E189
-,2005-06-03-15.44.27.351774,E189
-,2005-06-03-15.44.27.497274,E189
-,2005-06-03-15.44.27.641844,E189
-,2005-06-03-15.44.27.783643,E189
-,2005-06-03-15.44.27.954481,E189
-,2005-06-03-15.44.28.088925,E189
-,2005-06-03-15.44.28.231027,E189
-,2005-06-03-15.44.28.364258,E189
-,2005-06-03-15.44.28.518198,E189
-,2005-06-03-15.44.28.661246,E189
-,2005-06-03-15.44.28.804145,E189
-,2005-06-03-15.44.28.959014,E189
-,2005-06-03-15.44.29.117149,E189
-,2005-06-03-15.44.29.263198,E189
-,2005-06-03-15.44.29.409717,E189
-,2005-06-03-15.44.29.549181,E189
-,2005-06-03-15.44.29.724239,E189
-,2005-06-03-15.44.29.861175,E189
-,2005-06-03-15.44.30.036768,E189
-,2005-06-03-15.44.30.195798,E189
-,2005-06-03-15.44.30.335741,E189
-,2005-06-03-15.44.30.490758,E189
-,2005-06-03-15.44.30.640576,E189
-,2005-06-03-15.44.30.783508,E189
-,2005-06-03-15.44.30.918581,E189
-,2005-06-03-15.44.31.068684,E189
-,2005-06-03-15.44.31.212733,E189
-,2005-06-03-15.44.31.353965,E189
-,2005-06-03-15.44.31.508291,E189
-,2005-06-03-15.44.31.662692,E189
-,2005-06-03-15.44.31.810042,E189
-,2005-06-03-15.44.31.963484,E189
-,2005-06-03-15.44.32.109373,E189
-,2005-06-03-15.44.32.273607,E189
-,2005-06-03-15.44.32.433367,E189
-,2005-06-03-15.44.32.611725,E189
-,2005-06-03-15.44.32.763364,E189
-,2005-06-03-15.44.32.899679,E189
-,2005-06-03-15.44.33.069911,E189
-,2005-06-03-15.44.33.216332,E189
-,2005-06-03-15.44.33.363897,E189
-,2005-06-03-15.44.33.531250,E189
-,2005-06-03-15.44.33.686657,E189
-,2005-06-03-15.44.33.833272,E189
-,2005-06-03-15.44.33.976235,E189
-,2005-06-03-15.44.34.133720,E189
-,2005-06-03-15.44.34.316457,E189
-,2005-06-03-15.44.34.456062,E189
-,2005-06-03-15.44.34.623686,E189
-,2005-06-03-15.44.34.787560,E189
-,2005-06-03-15.44.34.924251,E189
-,2005-06-03-15.44.35.078038,E189
-,2005-06-03-15.44.35.230384,E189
-,2005-06-03-15.44.35.375173,E189
-,2005-06-03-15.44.35.513258,E189
-,2005-06-03-15.44.35.663966,E189
-,2005-06-03-15.44.35.815830,E189
-,2005-06-03-15.44.35.947620,E189
-,2005-06-03-15.44.36.103057,E189
-,2005-06-03-15.44.36.267885,E189
-,2005-06-03-15.44.36.408514,E189
-,2005-06-03-15.44.36.551897,E189
-,2005-06-03-15.44.36.689958,E189
-,2005-06-03-15.44.36.838925,E189
-,2005-06-03-15.44.36.989666,E189
-,2005-06-03-15.44.37.141968,E189
-,2005-06-03-15.44.37.288199,E189
-,2005-06-03-15.44.37.428658,E189
-,2005-06-03-15.44.37.571106,E189
-,2005-06-03-15.44.37.713884,E189
-,2005-06-03-15.44.37.863023,E189
-,2005-06-03-15.44.37.999605,E189
-,2005-06-03-15.44.38.154501,E189
-,2005-06-03-15.44.38.304938,E189
-,2005-06-03-15.44.38.448810,E189
-,2005-06-03-15.44.38.592060,E189
-,2005-06-03-15.44.38.747737,E189
-,2005-06-03-15.44.38.911462,E189
-,2005-06-03-15.44.39.045415,E189
-,2005-06-03-15.44.39.258533,E189
-,2005-06-03-15.44.39.421641,E189
-,2005-06-03-15.44.39.557375,E189
-,2005-06-03-15.44.39.735389,E189
-,2005-06-03-15.44.39.895088,E189
-,2005-06-03-15.44.40.026775,E189
-,2005-06-03-15.44.40.184354,E189
-,2005-06-03-15.44.40.334444,E189
-,2005-06-03-15.44.40.482888,E189
-,2005-06-03-15.44.40.631574,E189
-,2005-06-03-15.44.40.776503,E189
-,2005-06-03-15.44.40.944392,E189
-,2005-06-03-15.44.41.079860,E189
-,2005-06-03-15.44.41.261347,E189
-,2005-06-03-15.44.41.411892,E189
-,2005-06-03-15.44.41.563468,E189
-,2005-06-03-15.44.41.722192,E189
-,2005-06-03-15.44.41.874389,E189
-,2005-06-03-15.44.42.022135,E189
-,2005-06-03-15.44.42.162063,E189
-,2005-06-03-15.44.42.307808,E189
-,2005-06-03-15.44.42.455219,E189
-,2005-06-03-15.44.42.596890,E189
-,2005-06-03-15.44.42.764760,E189
-,2005-06-03-15.44.42.911026,E189
-,2005-06-03-15.44.43.054454,E189
-,2005-06-03-15.44.43.222510,E189
-,2005-06-03-15.44.43.388689,E189
-,2005-06-03-15.44.43.533027,E189
-,2005-06-03-15.44.43.674778,E189
-,2005-06-03-15.44.43.824810,E189
-,2005-06-03-15.44.43.973781,E189
-,2005-06-03-15.44.44.106798,E189
-,2005-06-03-15.44.44.257446,E189
-,2005-06-03-15.44.44.412325,E189
-,2005-06-03-15.44.44.558663,E189
-,2005-06-03-15.44.44.699705,E189
-,2005-06-03-15.44.44.839220,E189
-,2005-06-03-15.44.44.987708,E189
-,2005-06-03-15.44.45.120560,E189
-,2005-06-03-15.44.45.283675,E189
-,2005-06-03-15.44.45.443125,E189
-,2005-06-03-15.44.45.589325,E189
-,2005-06-03-15.44.45.732720,E189
-,2005-06-03-15.44.45.878776,E189
-,2005-06-03-15.44.46.058696,E189
-,2005-06-03-15.44.46.197005,E189
-,2005-06-03-15.44.46.381621,E189
-,2005-06-03-15.44.46.535337,E189
-,2005-06-03-15.44.46.672904,E189
-,2005-06-03-15.44.46.826056,E189
-,2005-06-03-15.44.46.968753,E189
-,2005-06-03-15.44.47.117247,E189
-,2005-06-03-15.44.47.262661,E189
-,2005-06-03-15.44.47.407767,E189
-,2005-06-03-15.44.47.580553,E189
-,2005-06-03-15.44.47.723723,E189
-,2005-06-03-15.44.47.906395,E189
-,2005-06-03-15.44.48.056960,E189
-,2005-06-03-15.44.48.193185,E189
-,2005-06-03-15.44.48.356360,E189
-,2005-06-03-15.44.48.495206,E189
-,2005-06-03-15.44.48.637347,E189
-,2005-06-03-15.44.48.771393,E189
-,2005-06-03-15.44.48.919162,E189
-,2005-06-03-15.44.49.066356,E189
-,2005-06-03-15.44.49.202601,E189
-,2005-06-03-15.44.49.359707,E189
-,2005-06-03-15.44.49.507253,E189
-,2005-06-03-15.44.49.648196,E189
-,2005-06-03-15.44.49.782375,E189
-,2005-06-03-15.44.49.946158,E189
-,2005-06-03-15.44.50.102770,E189
-,2005-06-03-15.44.50.238773,E189
-,2005-06-03-15.44.50.408308,E189
-,2005-06-03-15.44.50.566556,E189
-,2005-06-03-15.44.50.707780,E189
-,2005-06-03-15.44.50.863381,E189
-,2005-06-03-15.44.51.010622,E189
-,2005-06-03-15.44.51.158235,E189
-,2005-06-03-15.44.51.297192,E189
-,2005-06-03-15.44.51.470469,E189
-,2005-06-03-15.44.51.622077,E189
-,2005-06-03-15.44.51.761975,E189
-,2005-06-03-15.44.51.918996,E189
-,2005-06-03-15.44.52.066929,E189
-,2005-06-03-15.44.52.211124,E189
-,2005-06-03-15.44.52.363368,E189
-,2005-06-03-15.44.52.511882,E189
-,2005-06-03-15.44.52.672925,E189
-,2005-06-03-15.44.52.813596,E189
-,2005-06-03-15.44.52.989833,E189
-,2005-06-03-15.44.53.131294,E189
-,2005-06-03-15.44.53.281582,E189
-,2005-06-03-15.44.53.442933,E189
-,2005-06-03-15.44.53.606052,E189
-,2005-06-03-15.44.53.750411,E189
-,2005-06-03-15.44.53.891746,E189
-,2005-06-03-15.44.54.037894,E189
-,2005-06-03-15.44.54.208176,E189
-,2005-06-03-15.44.54.346540,E189
-,2005-06-03-15.44.54.532159,E189
-,2005-06-03-15.44.54.676808,E189
-,2005-06-03-15.44.54.811121,E189
-,2005-06-03-15.44.54.971836,E189
-,2005-06-03-15.44.55.129242,E189
-,2005-06-03-15.44.55.274397,E189
-,2005-06-03-15.44.55.424117,E189
-,2005-06-03-15.44.55.572282,E189
-,2005-06-03-15.44.55.740733,E189
-,2005-06-03-15.44.55.875479,E189
-,2005-06-03-15.44.56.054963,E189
-,2005-06-03-15.44.56.206917,E189
-,2005-06-03-15.44.56.342304,E189
-,2005-06-03-15.44.56.493607,E189
-,2005-06-03-15.44.56.643723,E189
-,2005-06-03-15.44.56.790161,E189
-,2005-06-03-15.44.56.948772,E189
-,2005-06-03-15.44.57.095785,E189
-,2005-06-03-15.44.57.258605,E189
-,2005-06-03-15.44.57.402109,E189
-,2005-06-03-15.44.57.577533,E189
-,2005-06-03-15.44.57.713398,E189
-,2005-06-03-15.44.57.858019,E189
-,2005-06-03-15.44.58.028484,E189
-,2005-06-03-15.44.58.177175,E189
-,2005-06-03-15.44.58.319172,E189
-,2005-06-03-15.44.58.454052,E189
-,2005-06-03-15.44.58.608031,E189
-,2005-06-03-15.44.58.756448,E189
-,2005-06-03-15.44.58.891983,E189
-,2005-06-03-15.44.59.062804,E189
-,2005-06-03-15.44.59.210008,E189
-,2005-06-03-15.44.59.356356,E189
-,2005-06-03-15.44.59.505175,E189
-,2005-06-03-15.44.59.659196,E189
-,2005-06-03-15.44.59.811389,E189
-,2005-06-03-15.44.59.943485,E189
-,2005-06-03-15.45.00.105436,E189
-,2005-06-03-15.45.00.247772,E189
-,2005-06-03-15.45.00.388665,E189
-,2005-06-03-15.45.00.556244,E189
-,2005-06-03-15.45.00.712187,E189
-,2005-06-03-15.45.00.859532,E189
-,2005-06-03-15.45.00.993266,E189
-,2005-06-03-15.45.01.165692,E189
-,2005-06-03-15.45.01.321490,E189
-,2005-06-03-15.45.01.472696,E189
-,2005-06-03-15.45.01.633921,E189
-,2005-06-03-15.45.01.784665,E189
-,2005-06-03-15.45.01.935708,E189
-,2005-06-03-15.45.02.089700,E189
-,2005-06-03-15.45.02.242000,E189
-,2005-06-03-15.45.02.390453,E189
-,2005-06-03-15.45.02.526987,E189
-,2005-06-03-15.45.02.692620,E189
-,2005-06-03-15.45.02.841866,E189
-,2005-06-03-15.45.02.981210,E189
